id,time,advertiser,creative,price,won
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.039735,advertiser-56,cc9302f30c624f9caafbac0b56f2b52f,2.424146416884736,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.044083,advertiser-49,a6676781d73c46428024fdc5e363cf55,4.870834825704172,yes
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.041202,advertiser-85,6cd256494bb54908ad4cd8904c1bae97,1.3947296527460589,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.040762,advertiser-09,86fe6ba7dc4f4d51b13699d420aa83fc,0.5436697549060343,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.046888,advertiser-02,10391894ae8f4e6fa939db2aae137a25,1.9241838579982735,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.042804,advertiser-12,61f4041eb60d4b0a9f97796c20cc1416,0.3792346205453567,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.044371,advertiser-67,36467ab715294307a977604a2a292805,2.6694040727886588,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.039914,advertiser-31,7f8e72e273354ff693eedfdb66984806,4.475821340942704,no
ff3aa563366e46869571df682c1194ff,2022-11-24T15:38:21.047669,advertiser-54,d8e41dda64794f8b899086c4e4c153cd,4.740838960578424,no
edeef42e75a6419eae6c276c1824743a,2022-11-24T15:38:21.044539,advertiser-34,c4cdafe6425d444e8cbe8f2025152749,4.794907243018513,no
edeef42e75a6419eae6c276c1824743a,2022-11-24T15:38:21.044523,advertiser-71,9fc65220a6974cf88b3c90d0a0d2e7ae,4.020661959955677,no
edeef42e75a6419eae6c276c1824743a,2022-11-24T15:38:21.046497,advertiser-17,1809de704cf446ea854a3783633b55c1,4.865394555391426,yes
edeef42e75a6419eae6c276c1824743a,2022-11-24T15:38:21.052304,advertiser-35,a7b7281147644265ad1ba5ee23b78784,0.6485598622251426,no
edeef42e75a6419eae6c276c1824743a,2022-11-24T15:38:21.048749,advertiser-74,8fa35a87b65c4dd8b5cb45b6eae7fcb3,0.5992648407051676,no
